Studento vardas   Pavarde              ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9  ND10  ND11  ND12  ND13  ND14  ND15   Egzamino rez
Vardas5934        Pavarde5934           10    10     1    10     6     4     4     7     4     9     8     4     6     1     5              4
Vardas5935        Pavarde5935            8     8     3     9     1     9     4     3     3    10     1     5     4    10     3              1
Vardas5936        Pavarde5936            1     5     7     9     2     1     1     5     2     5    10     9     1     9     1              5
Vardas5937        Pavarde5937            6     6    10     1     9     8     1     4    10     3     7     9     4     1     7              9
Vardas5938        Pavarde5938            1     7     3     8     3     1     8     8     3     7    10     6     9     4     2              4
Vardas5939        Pavarde5939            6     9     9     6     9     6    10     7     6     3     4     3     8     5     9              4
Vardas5940        Pavarde5940            1    10     3     5     5     3     3     5     5     3     4     4     2     2     4             10
Vardas5941        Pavarde5941           10     2     2     8    10    10     7    10     9     5    10     2     4     6     5              8
Vardas5942        Pavarde5942            1    10     1     8     1     5     6     1     4     7     6     8     8     7     9              9
Vardas5943        Pavarde5943            4     1     6     4     8    10     4     6     8     9     8     9     1    10    10              8
Vardas5944        Pavarde5944            4     3     1     1     6     7     5     1     8     3     5    10     2     3     7              2
Vardas5945        Pavarde5945            5     2     1     6     9     2    10     9     6    10     8     1     2     2     1              6
Vardas5946        Pavarde5946            4     1     5     3     4     9     1     2     1     5     1     9    10    10     4              6
Vardas5947        Pavarde5947            6     5     7     7     2    10     7     8     1     7     2     5     9    10     5              9
Vardas5948        Pavarde5948            7    10    10     8     5     5     4     4     7     9     1     1     8     9     2              5
Vardas5949        Pavarde5949            9     2     6     2     8    10     3    10     6     4     3     8     1     3     6              7
Vardas5950        Pavarde5950            9     6     8     8     6     3     4     2     4     7     9     4    10     6     3              8
Vardas5951        Pavarde5951            3     6     1     8     4     2     9     3     7    10     3     9     1     3     4              1
Vardas5952        Pavarde5952            3     7     7     9     6     5     2     9     4     6     1     7     1     9     1              7
Vardas5953        Pavarde5953            4     8     5     6     4     2     5     3     5     9     3     6    10     3     5              4
Vardas5954        Pavarde5954            5     4     9    10     6     1     2     2     1     9     8     1     6    10     7              3
Vardas5955        Pavarde5955            7     8    10     6     3     7     5     3     9     2     7    10     2     5     7              6
Vardas5956        Pavarde5956            5     7     9     2     2     2     9     2     6    10     4    10     8     3     4              4
Vardas5957        Pavarde5957            7     1     8     5     8     3    10     1     6     1     9     7     1     7     7              1
Vardas5958        Pavarde5958            2     1     6     8     8     6     1    10     8    10     4    10     5     6     5              9
Vardas5959        Pavarde5959           10     7     7     9     3     1    10    10    10     5    10     5     4     4     5             10
Vardas5960        Pavarde5960            5     1     4     5     8     8     6     1     4     9     4     4     9     3     4              5
Vardas5961        Pavarde5961            9     6     4     8     9     2     7     9     5     9     8     2    10     8     7              1
Vardas5962        Pavarde5962            4     1     9     3    10     1     1     4     4     5     2     6     1     5     3              7
Vardas5963        Pavarde5963            7     8     8     3     4     4     8    10     1     2     3     6     2     4     5              7
Vardas5964        Pavarde5964            6     9     1     8     4     3     2     6     2     4     3     7    10     4     7              2
Vardas5965        Pavarde5965            6     9     1     3     9     9    10     1     6     3    10    10     4     1     6              5
Vardas5966        Pavarde5966           10     6     3     5     6     8     8     9     9     1     7    10     4     7     9              6
Vardas5967        Pavarde5967            3     4     1     5     3     6     1     2     6     6     9     1     6     7    10              8
Vardas5968        Pavarde5968            2     2     5     2     8     7     1     6     4     4     8     2     4     9    10              8
Vardas5969        Pavarde5969            3     9    10     8     4     4     1     3     6     2     8     6     6     9     7              9
Vardas5970        Pavarde5970            9     8     3     4     4     7     3    10     8    10     6     8     7    10     6              4
Vardas5971        Pavarde5971            6     1     4    10     6     3     5     1     5     7     6     1     8     2     7              1
Vardas5972        Pavarde5972            5     2     6    10     1     6     7    10     5     6     8     9     7     8     9              5
Vardas5973        Pavarde5973            5     3     8     3     6     4     7     2     8     6     9     1     2     9    10              3
Vardas5974        Pavarde5974            3     5     1     9     6     3     1     5     7     6     3     8     9     7     1              3
Vardas5975        Pavarde5975            2     1     9     4     1     7     3     5     5     1    10     1     4     3     9              8
Vardas5976        Pavarde5976           10     7    10     6     6     4     7     6     6    10     9     7     2     9    10              5
Vardas5977        Pavarde5977            2     4     1     7     2     4     7    10     6     7     9     4     6     2     1              4
Vardas5978        Pavarde5978            2     6     7     8     3     7     2     8     2    10     6     7     4     9    10             10
Vardas5979        Pavarde5979           10     3     6     3     6     3     4     3     4     9     2     3     6     3     1             10
Vardas5980        Pavarde5980            8    10     5     1     5    10     8     3     3     4     4     6     4     1     1             10
Vardas5981        Pavarde5981            4     5     3     5     5    10     7     1     8     7     4     9     7     6     1              1
Vardas5982        Pavarde5982            8     5    10     4     5     1     3     8     1    10    10     4     3     5     3              6
Vardas5983        Pavarde5983            5     7     8     4     5     1     4     1     7     6     5     5     4     1     9              8
Vardas5984        Pavarde5984            3     2     8     5     6     4    10     9     8    10     3     8     3     8     2              8
Vardas5985        Pavarde5985            9     7     1     9     3     8     1     7     8    10     8     9     6     9    10              2
Vardas5986        Pavarde5986           10     5     3     4     3    10    10    10     6     1     9     7     6     5     9              1
Vardas5987        Pavarde5987            5    10     5     2     8    10     4     9     5    10     7     8     3     1     8             10
Vardas5988        Pavarde5988            8     3     8     2     8     5     5     2     6     3     4     3     9     3     5              7
Vardas5989        Pavarde5989            8     4     4     6     7     3    10     4    10     2     6     3     1     4     1              5
Vardas5990        Pavarde5990            9     1     4     8    10     2     5     2     1     4    10     2     5     1     7              1
Vardas5991        Pavarde5991            4     5     1     1     2     8     5     2     2     7     4     9     5     1     8             10
Vardas5992        Pavarde5992            5     1     1     5     6     4     4     6    10     6     8     1     1     1     5              6
Vardas5993        Pavarde5993           10     7    10     5     3     4     7     2    10    10     1     1     6     8     1              6
Vardas5994        Pavarde5994            6     5     1     8     4     5     2     6     1     9     2    10     5     3     3              9
Vardas5995        Pavarde5995            3     8     3     1     4     5     3     9     6     2     7     8     5     7     1              7
Vardas5996        Pavarde5996           10     3     8     5     3     9     3     1     6     3     8     2     5     1     6              7
Vardas5997        Pavarde5997            4     8     9     2     5     3     1     6     9     6     7     9     6     9     4              8
Vardas5998        Pavarde5998            1     1     9     1     7     6     1     5     4     8     3     5     3     2     7              4
Vardas5999        Pavarde5999            7     3     8     5     8     7     8     4     5     2     7     2     1     8     6              2
Vardas6000        Pavarde6000            3     6     2     5     4     2     9     5     2     6     8     7     5    10     5              1
Vardas6001        Pavarde6001           10     8     8     1    10    10     5    10     9     7     1     6     8     8    10              6
Vardas6002        Pavarde6002            4     2     5     8     9     2    10     7     6     4     5     8     1     5    10              4
Vardas6003        Pavarde6003            2     7     2    10     4     6     1     1    10     3     6     3     1     7     2              5
Vardas6004        Pavarde6004            8    10     3     6    10     2     7     1     9     4     8     4     7     7     8             10
Vardas6005        Pavarde6005            4     1     8     4     9    10     2     9     8     7     6     4     6     3     6              9
Vardas6006        Pavarde6006            8     2    10     1     5    10     6     5     2     6     2     6     1     8     7              7
Vardas6007        Pavarde6007            4     9    10     3     9     8     8     1     2     7     6     9     3     6     9              9
Vardas6008        Pavarde6008            9     7     9     3     6     8     2     9     1     4     7     7     1     1     1              8
Vardas6009        Pavarde6009            1     7     5     4     1    10     3    10     7     5     8     6     4     4     8              1
Vardas6010        Pavarde6010            1     1     1     4    10     7     7     2     9     8     1     7     9     8     8              6
Vardas6011        Pavarde6011            2     7    10     7     1     4     1     7     4     7    10     9     5     6     8             10
Vardas6012        Pavarde6012            9     1     7     5     4    10     9     9     5     8     4     3     5     8     2              5
Vardas6013        Pavarde6013            5     9     1     6     4     2     6     5     5     2     7     1     1     2     5              8
Vardas6014        Pavarde6014            4     9     5     2     8     2     3     5     3     6     3     7     9     7     1              8
Vardas6015        Pavarde6015            5     5     6     1     5     8    10     1    10     6     1     2     5     8     7              4
Vardas6016        Pavarde6016            8     6     3     6     9    10     3     8     2     3     4     5     8     6     3              3
Vardas6017        Pavarde6017            9     2     5     2    10     6    10    10     2     5     3    10     8     4     2              1
Vardas6018        Pavarde6018           10     2     5     2    10     2     7     1     1     9     1     6     7     3     5              3
Vardas6019        Pavarde6019            3    10    10     8    10     4     9     7    10     6     9     8     8     6     8              8
Vardas6020        Pavarde6020            2     8     7     7     3     6     3     5     6     7     9     1     8     4     4              6
Vardas6021        Pavarde6021            9     1     1     7     9     9     9     9    10     7     7     8     3     8    10              4
Vardas6022        Pavarde6022            5     8     5     4     9     3     2     5     8     3     5     2     4     9     9              1
Vardas6023        Pavarde6023            8     3    10     8     2     7     2     6     7     1     6     5     6    10     8              5
Vardas6024        Pavarde6024            4     6     5     2    10     9     7     2     9     2     3     6     8     9     8              3
Vardas6025        Pavarde6025            9     6     3     4     8     4     9     1     6     5     6     4    10     6     2             10
Vardas6026        Pavarde6026            3     8     3     8     9     4     4     4     2     2     3     9     2     6     9              9
Vardas6027        Pavarde6027            5    10    10     1     9     8     6     1     3    10     3     3     2     2    10              4
Vardas6028        Pavarde6028            7     2     7     9     3     6     9     2     8     4     8     3     3     1     3              8
Vardas6029        Pavarde6029            3     3     9     7     8     7     1     7     3     5    10     3     6     5     9             10
Vardas6030        Pavarde6030            5     6     2     6     8     1     2     4     7     6     8     9     9     3     7             10
Vardas6031        Pavarde6031            3     5     1    10     6     3     1     4     5    10     5     8    10     5     1              7
Vardas6032        Pavarde6032            3     4     7     7     7    10     8     9     6     3     9     8     5     6     4             10
Vardas6033        Pavarde6033            5     6     5     6     9     6     8     4     7     2    10     1     2     8     4              2
Vardas6034        Pavarde6034           10     7     9     3     3     2     1     1     9     7    10     9     2    10    10              2
Vardas6035        Pavarde6035            4     5     3     6     4     3     6     7     8     3     2     4    10     8     1             10
Vardas6036        Pavarde6036            7     7     6     3     2     9     5     9     5     7     9     9    10     3     7              5
Vardas6037        Pavarde6037            9     8     5    10     2     8     8     6    10     9     4     6     8     9     9              4
Vardas6038        Pavarde6038            6     2     6     2     4     6     1     4     7     7     2     8     6     9     7              3
Vardas6039        Pavarde6039           10     1    10     7     5     7    10     7    10     8     6     6     8     6     2              1
Vardas6040        Pavarde6040            9     8     8     1     6     5     8     2     9     7    10     8     1     8     8              1
Vardas6041        Pavarde6041           10     2     2     7     1     6     5     9     3     2    10     3     8     2     8              3
Vardas6042        Pavarde6042            9     3     2     2     5     6     8     6     6     7     3     8     9     8     6              4
Vardas6043        Pavarde6043            6     9     9     8     9     1     1     9     1     1     8     4     6     9    10              5
Vardas6044        Pavarde6044            5     9     6     2     8     7     9     4     3     9     6     2     1     2     7              4
Vardas6045        Pavarde6045            4     6     9     5     4     8    10     6     7     7     2     8     5     2    10              8
Vardas6046        Pavarde6046            8     8     9     3     8     4     4     3     8     8     3     5     9     2     5              2
Vardas6047        Pavarde6047            9     3     7     5     5     5     1     3     5     6     2     8     4     7    10              7
Vardas6048        Pavarde6048            6     2    10    10     5     3     1     9    10     5    10     6     4     2     4              2
Vardas6049        Pavarde6049            2     7    10     4     3     2     8     5     6    10     6     2     8     2     1              7
Vardas6050        Pavarde6050            1     6     3     5     9     5     2     3     8     2     2    10     9     6     3              9
Vardas6051        Pavarde6051            3    10    10     4     8     7     6     6     3    10     1     9     7     5     9              3
Vardas6052        Pavarde6052            7     6     6     7     5     4     1     2     2     2     5     6     8     4     7              9
Vardas6053        Pavarde6053           10     3     1    10     2     9     5     9     9     4     4     6     9     8     2              8
Vardas6054        Pavarde6054            9     1     9     7     4     7     5     3     2     9     5     6     8     4     1              5
Vardas6055        Pavarde6055            8    10     5     4     4     6     9     4     8     2     4     2     7     3     5              7
Vardas6056        Pavarde6056            1     4     6     5     8     3     9     1     5     1     7     7     1     8     3              6
Vardas6057        Pavarde6057            2     8     5     5     1    10     5     4     6     6     1    10     4     2     4              9
Vardas6058        Pavarde6058            7     9     4     8     8     6     7     5     4     2     6     7    10     7     3              7
Vardas6059        Pavarde6059            1     4     6     4     1     3     5     7     3    10     3     9     9     4    10              8
Vardas6060        Pavarde6060            7     4     8     4     5     4     7     8     2     6     4     3     2     3     8              7
Vardas6061        Pavarde6061            4     4     4     4     7     9     1     2     5    10     1     8     8     3     9              1
Vardas6062        Pavarde6062            8     2    10     8     7     3     7     2     8     1     3     3     6     3     9              6
Vardas6063        Pavarde6063            9     1     1     8     8     2     7    10    10    10     2     6     1     6     3              7
Vardas6064        Pavarde6064            4     8    10     8     7     1     8    10     8     4     3    10     2     4     9              1
Vardas6065        Pavarde6065            8     3     5     7    10     2     6     5     1     3     1    10     8     8     1              7
Vardas6066        Pavarde6066            1    10     3     7    10     1     3     3    10     1     2     1     6     2    10             10
Vardas6067        Pavarde6067            4     6     7     6     1     6     9     2     1     3     4     6     1     7     5              6
Vardas6068        Pavarde6068            1     9     3    10    10     1     6     4     3     5     7     6     8     1     8             10
Vardas6069        Pavarde6069           10     7     9     1    10     6     6     9     7     6     1     1     8     7     1             10
Vardas6070        Pavarde6070            9     3    10     6     8    10     3     2     4     9     5    10     2     9     3              7
Vardas6071        Pavarde6071           10     6     9     7     5     2     5     9     9     4     8     6     9     3     6              4
Vardas6072        Pavarde6072            2     4     9     2     6     8     8     2     5     5     8     1     8     2     5              8
Vardas6073        Pavarde6073            1     7    10     8     8     6     8     6     9     9     1     8     4     2     4              4
Vardas6074        Pavarde6074            9     8     6     3     1     4     5     7     9     9     2     4     9     9     6              2
Vardas6075        Pavarde6075            8     6     6     6     1     6     2     3     4     1     6     6     7    10     3              1
Vardas6076        Pavarde6076            2     7     1     4     8     8     9     1     5     9     9     5     4     4     6              7
Vardas6077        Pavarde6077            1     5     4     2     3     8    10     9     3     4     1     6     1     8     8              1
Vardas6078        Pavarde6078            7     1     3     9     1     7     7     1     9     1     6     7     4     9     7             10
Vardas6079        Pavarde6079            9     9    10     9     2    10     2     5     5    10    10     3     1     6     6              1
Vardas6080        Pavarde6080            1     7     4     1     3     3     3     2     8     8     4     1     3     5     5              5
Vardas6081        Pavarde6081            9     8     4     5     3    10     6     2     2     9     7     1     2     8     9              4
Vardas6082        Pavarde6082            5     5     7     3     8     1     5     7     2     8     3    10    10     3     7              1
Vardas6083        Pavarde6083            5     7     1    10     9     2     8     8     7     2     4     9    10     4     9              1
Vardas6084        Pavarde6084            3     6     4     2     9     1     8     9     6     9     5     7     5     4     8              8
Vardas6085        Pavarde6085            3    10     3     3     1     7     7    10     3     5     5     3     5     6     5              7
Vardas6086        Pavarde6086            4     5     5     5     5     4     2     3     3    10    10     8     8     3     1              5
Vardas6087        Pavarde6087            8    10     3    10     5     9     7     4     6     2    10    10     8     8     7              4
Vardas6088        Pavarde6088            3     2     1     3     2     4     9     6     5     1     9     4     9     8     2              7
Vardas6089        Pavarde6089            3     9     5     8     1     4     6    10     1     1     8     7     6     9     5              5
Vardas6090        Pavarde6090            4     9     4     3     1     5     8     1     1    10     4     1     3     1     1              1
Vardas6091        Pavarde6091            1     9     5    10     3     2     1     7     4     2     8     7     1     7     3              9
Vardas6092        Pavarde6092            2    10     1     5     7     1     1     7     6     5     5    10     2     6     5              2
Vardas6093        Pavarde6093            9     2     4     3     9     9     1     4     7     1     8     7     8     9     4              9
Vardas6094        Pavarde6094            6     7     2    10     6    10     9     4     8     7     7     5    10    10     3              8
Vardas6095        Pavarde6095            5     7     8    10     3     7     4     1     3     2     2     9     6     4     6              7
Vardas6096        Pavarde6096            4     9     3     8     5     2     6     7     5     8    10     1     6     5     8              8
Vardas6097        Pavarde6097            1     8     5     2     1     6     8    10    10    10     3     6     6    10     1              1
Vardas6098        Pavarde6098            1     7     1     1     3     5     8     3     3     4     7     1     7     5     8              6
Vardas6099        Pavarde6099            2     4     6    10     9     5     2     4     6     9     1     6    10     1     6              1
Vardas6100        Pavarde6100            2     7     6     6    10     6     4     7     5    10     1     3     7     4     3              5
Vardas6101        Pavarde6101            5     4     8    10     9     4     6    10     3     3     8     3     6     9    10              5
Vardas6102        Pavarde6102            7     6     2     2     3     3     4     6     1     2     9     1     1    10     3              5
Vardas6103        Pavarde6103            2     8    10     3     2     3     8     2     6     2     2     4     3     8     1              8
Vardas6104        Pavarde6104            8    10     2     2     7     4    10     3     1    10     9     6     8    10    10              3
Vardas6105        Pavarde6105            4     4     4     5     9     7     8     3     4     6     6    10     4     5     3              6
Vardas6106        Pavarde6106            8     5     4     7     4     5     5     9    10     4     7     2     6     3     6              4
Vardas6107        Pavarde6107           10    10     8    10     5     1     5     4     6     5     1     4     2     9     1             10
Vardas6108        Pavarde6108            6     5     6     7     6     4     7     8     3     6     1     2     1     1     1             10
Vardas6109        Pavarde6109            6     8     8     8     4    10     4    10     4     1     9     9     5     8     5              4
Vardas6110        Pavarde6110            3     1     7     8    10     1     2     9     2     9     1     1     2     7     7             10
Vardas6111        Pavarde6111            5     1     4     1     8     5     9     8     6    10     4     7     6     5     7             10
Vardas6112        Pavarde6112           10     3     9     4     3    10     1     4     7     8     5     2     4     7     6             10
Vardas6113        Pavarde6113           10    10     1     6    10     4     8    10     9     8     8     2     4     8     2              8
Vardas6114        Pavarde6114            3    10     9     4    10     9     5     2     7     1     5     6     2     1     3              7
Vardas6115        Pavarde6115            9     5     9     6     5     5     5    10     8     2    10    10     9     7    10              4
Vardas6116        Pavarde6116            2     6     3     3     9     7     8     9     7     3    10     2     1     3     7              1
Vardas6117        Pavarde6117            5     1     4     8     1     9     9     3     5    10    10     2     5     2     3              3
Vardas6118        Pavarde6118            8     2     5     8     4     6    10     5    10     8     3     5     5     7     3              9
Vardas6119        Pavarde6119            6     8     6     8     9     2     4     9     9     2     6    10     1     5     8              6
Vardas6120        Pavarde6120            4     6     2    10     3     7     5     2     9     4     2     8    10     8     5              2
Vardas6121        Pavarde6121            1     4     2     3     4     5    10     9     7     2     5     6     6     3     5              8
Vardas6122        Pavarde6122            8     8     2     5     6     7     3     1    10     5     3     5     7     4     5              1
Vardas6123        Pavarde6123            7     5     2     8    10     3     4     4     5     2     8    10    10     6     9              7
Vardas6124        Pavarde6124            1     1     9     3     1     9     4     2     1     5     3     7     1     2    10              7
Vardas6125        Pavarde6125            6     9     6     6    10     7     4     9     8     8     3     1    10     5     6              2
Vardas6126        Pavarde6126            4     2    10     7     6     4     8     2     7    10     8     5     5     5     1              7
Vardas6127        Pavarde6127            3     8     3     4     3     4     5     7     5     6     2     5     5     7     8              6
Vardas6128        Pavarde6128            5     3     4     9     1     6     4     8     1     9     8     2     7     9     5              5
Vardas6129        Pavarde6129            2     1     2     1     5    10     8     3     6     5     2     5     4     2    10              4
Vardas6130        Pavarde6130            8     5     9     4     2    10     7     6     2     8     6     3     1     5     4              2
Vardas6131        Pavarde6131            6     4     7    10     7     8     6     2     8     5     7     1     9     2    10              3
Vardas6132        Pavarde6132            8     4     3     5     4     3     8     8    10    10     6     9    10     2     6             10
Vardas6133        Pavarde6133            6    10     4     3     4     4     1    10     3     8     5    10     2     1    10              1
Vardas6134        Pavarde6134            8     4     2     7    10     3     5     9     9     8     2     5     9     1     9              1
Vardas6135        Pavarde6135            8     6     8     7     6     9     5     2     6     4    10     9     6     1     7              3
Vardas6136        Pavarde6136            5     3     6     5     7     5     2    10     5     2     5     3     5     5     3              2
Vardas6137        Pavarde6137            9    10     7     1     3     9     8     8     6     1     7     9     8     3     7              1
Vardas6138        Pavarde6138            8     7     6     1     5     3     2     9     6     2     3     2    10     8     8              6
Vardas6139        Pavarde6139           10    10     5     4    10     1    10     6     1     5     5     3     9     9     6             10
Vardas6140        Pavarde6140            1     2     7     4     8     7     2     4     6     2     5     1     7     7     8              7
Vardas6141        Pavarde6141            7     1     1     1     4     8     3     4     8    10     2     2     1     2     3              4
Vardas6142        Pavarde6142            6     4     1    10     3     7     6     8     9    10     1     9     5    10     3              3
Vardas6143        Pavarde6143            5    10     1     1     4     8     7    10     9     8     2     9     9     4     1             10
Vardas6144        Pavarde6144            4     9     8     2     7     2     2     9     1     9     3     5     8     7     9              1
Vardas6145        Pavarde6145            5     5     5     7     5     2     1     9     7     1     5     2     1     6     2              3
Vardas6146        Pavarde6146            4     1     7     2     1    10     4     8     4     7     6     4     4     6     3              5
Vardas6147        Pavarde6147            7     1     6     4     7    10     6     6     9    10     8    10     2    10    10             10
Vardas6148        Pavarde6148            1     1     2     9     1     8    10     2     9    10     6     3     4     1     2             10
Vardas6149        Pavarde6149            6     6     8     3     4     6     8    10     6     7     1     2     9     6     4              2
Vardas6150        Pavarde6150            9     9     9     8     1    10     5    10     5     2     1     7     9     8     5              1
Vardas6151        Pavarde6151            2     6     3     8     5     7     3     7     6    10     8     1     4     7     2              5
Vardas6152        Pavarde6152           10     1     1     2     7     9     8     3     7     9     4     9     8     9    10              5
Vardas6153        Pavarde6153            4     5     6     8     5     3     8     2     7     5     2     8     6     5     4              6
Vardas6154        Pavarde6154            8     5    10     4     6     5     5     5     9     7     5     5     4     2     7              9
Vardas6155        Pavarde6155            7     1     2     8     6     6     3     4     8     2    10     4     5     9     8              1
Vardas6156        Pavarde6156            3     7     6    10     6     8     4     3     7     8     6     2     3    10     3              8
Vardas6157        Pavarde6157            7     2     3     3     5     2     4    10    10     9     4     8    10     2     3              6
Vardas6158        Pavarde6158            5     6     4     7     5     3     3     3     4     2     8     5     7     7     9              7
Vardas6159        Pavarde6159            1    10     5     4     7     5     8     9     4    10     2     7     6     6     9              2
Vardas6160        Pavarde6160            3     3     5     6     5     1     1     6     3     1     6     1     5     7     6             10
Vardas6161        Pavarde6161            3     4     2     4     2     4     7    10     8     8     3     8     3     6     4              6
Vardas6162        Pavarde6162            4     2     2     8     7    10     8     8     7     1     2     3     4     4    10              8
Vardas6163        Pavarde6163            8     8     1     6     5     7     7     6     1     5     9     9     8     1     9              8
Vardas6164        Pavarde6164            1     6     4     1     3     5     8     4     8     5     8     6     8     4     3              3
Vardas6165        Pavarde6165            1     7     8    10     8     3     5     7     6     1     2     3     4     8     5              8
Vardas6166        Pavarde6166            4     1    10     3     9     4     6     9    10     3     7     1    10     1     7              9
Vardas6167        Pavarde6167            6     8     7     5     6     4     7     8     5     2    10     9     3     2     4              7
Vardas6168        Pavarde6168            6     3     1     2     7     9     7     7     1     1     5     2     2     5     2              1
Vardas6169        Pavarde6169            4     7     5     2     2     5     6     4     8     8     6     4     6     3     6              7
Vardas6170        Pavarde6170            9     2     2     8     4     2     5     9     3     1     4     4     3     3    10             10
Vardas6171        Pavarde6171            2     8     8     4     8    10     8     6     4     9     9     7     8     8    10              3
Vardas6172        Pavarde6172            3     8     4     2     9     5     6     9     6     5    10     1     8     9     1              3
Vardas6173        Pavarde6173            8     5     3     4     5     5     7     5     8     9     7     4     5     3     2              3
Vardas6174        Pavarde6174            6     1     7     6    10     4     5     8     9     6     4     1     1     5     7              9
Vardas6175        Pavarde6175            3     8     9     1     8     1    10     4     7     4     6    10     2     4    10              5
Vardas6176        Pavarde6176            3     7     1     3     4     3     8     4     5     7     7     1     3     4    10              4
Vardas6177        Pavarde6177            4     4     3     6     5     4     3    10     5     6     2     1     5     8     9              4
Vardas6178        Pavarde6178            8     9     4     4     2     2     1     8     9    10     8    10     7     2     5              9
Vardas6179        Pavarde6179            5     7     1    10     4     5     2     5     8     4     6    10     9     6     1              3
Vardas6180        Pavarde6180            9     5     9     2    10     9     2     7     7     8     6    10     6     1     3              3
Vardas6181        Pavarde6181            9     5     2     8     1    10     2    10     2     8     5     1     5     7     8              8
Vardas6182        Pavarde6182            1     2     5     4     5     9     4     8     4     1     6     7    10     1     5              7
Vardas6183        Pavarde6183            7     6     5     8    10     2     2     7    10     8     7     3     9     2     5              1
Vardas6184        Pavarde6184            7     1     4     1     7     8     8     8    10     5     7     8     9     1     7              4
Vardas6185        Pavarde6185            5     2     8     7     3     7    10     1     2     6     2     1     4     7     4              1
Vardas6186        Pavarde6186            1     1     8     2     9     8     8     2     4     6     8     1     4     9     3              3
Vardas6187        Pavarde6187            1     1     1     2    10     3    10     8     4     4     8     2    10     6    10              4
Vardas6188        Pavarde6188            8     5     7     4     4     7     6     7     3     4     4     3     6     9     6              7
Vardas6189        Pavarde6189            8     3     3     2     3     8     4     7    10     8     5     7     4     8     5              7
Vardas6190        Pavarde6190            7     1     4     2     4     9     6     1     1     3     7     3     9     6     2              3
Vardas6191        Pavarde6191            9     6     4     6     2     2     8     7     1     8     2     2     1     9     7              9
Vardas6192        Pavarde6192            4    10     3     4     6     9     9     1     3    10     9    10    10     8     3              4
Vardas6193        Pavarde6193            2     2     2     4     9     8     9     6     7     7     8     6     3     3     7              7
Vardas6194        Pavarde6194            8     1     4     1     9     8    10     8     5     5     1     3    10     3     4              2
Vardas6195        Pavarde6195            6     6    10     6     2    10     8     9    10     9     7     3     5     4     3             10
Vardas6196        Pavarde6196            1     6     2    10     7     8     5     9    10     7     9     5     7     1     2              8
Vardas6197        Pavarde6197            2     2     7     5     1     3     3    10    10     2     7     3     4     4     1              6
Vardas6198        Pavarde6198            6     2     6    10    10     4     4     7     1     1     5     7     4     2     3              7
Vardas6199        Pavarde6199            9     5     5     1     1     5     6     4     4     2     1     5     6     1     2              4
Vardas6200        Pavarde6200            8     3     8     6     9     8     5     1     2     7    10     1    10     1     1              2
Vardas6201        Pavarde6201            1     6     4     9     7     3     5     7     7     3     9     8     8     7     8              4
Vardas6202        Pavarde6202            1     1     2     8     3     2     2     8     6     5     4     8     3     9     4              6
Vardas6203        Pavarde6203            2     2     8     2     8     5     7     6     5     9     3    10     9     5     3              7
Vardas6204        Pavarde6204            4     2     1     5     5     8    10     6     2     8     6     6     4     8     8              4
Vardas6205        Pavarde6205            5     2     5     3     8     9     7     8     5    10     2     5     1     9     2              7
Vardas6206        Pavarde6206            1     4     3     5     2    10     4     8     4     5     4     6     2     1     8              9
Vardas6207        Pavarde6207            7     4     2     9     9     1     3    10     6     4     4    10     1     3     2              3
Vardas6208        Pavarde6208            5     4     8     9     2     8    10    10     1     8     8     4     1    10     3              1
Vardas6209        Pavarde6209            7     7     6     5     2    10     7     1     6     3     9    10     5     7     3              8
Vardas6210        Pavarde6210            3     2     6     1     5     7     4     8     4     6     9     8     9     5     3              9
Vardas6211        Pavarde6211            5     1     5     7     6    10     1     3     8     8     8     1    10     1     3              1
Vardas6212        Pavarde6212           10     1     6     8     8     9     3     3     5     5     1     2     7     8    10              2
Vardas6213        Pavarde6213           10     9     9     4     1     2     6     1     4     3     4     2     1     3     5              9
Vardas6214        Pavarde6214            2     2     3     5     6     1     5    10     8     9     7     3     6     1     7              9
Vardas6215        Pavarde6215            9     3     2     2     8     1     4     1     7     6     5     8     4     7     3              2
Vardas6216        Pavarde6216            9     1     5     8     1    10     6     7     6     2     7     3     5     5     8              7
Vardas6217        Pavarde6217            2     2     9     8     4     1     5     3    10     9     1     6     2     7     3              5
Vardas6218        Pavarde6218            3     4     4     8     4     4     1     6     8     4     5     7     8    10     7              3
Vardas6219        Pavarde6219            1    10     3     8     9     2     4     6     1     6    10     1     9     7     3              4
Vardas6220        Pavarde6220            6     9    10     7     2     7     2     6     9     5     8     4     9     1     9              2
Vardas6221        Pavarde6221            3    10     7     5    10    10     4     9     3     4    10     9     2     4     4              5
Vardas6222        Pavarde6222           10     4    10     6     1     1     4     5     6     3     6     8     2     3     6              9
Vardas6223        Pavarde6223            9     4    10     2     4     1     7     1     7     4     2    10     8     8     4              1
Vardas6224        Pavarde6224            3     2    10     1     6     6     7     2     9     2     3     7     4     2     4              5
Vardas6225        Pavarde6225            2     1     1     5     9     2     7     7     1     4     7     9     7     7     5              7
Vardas6226        Pavarde6226            9     3     8     3     6     3     7     2    10     9     7     5     3     9     6              8
Vardas6227        Pavarde6227           10     9     3     3    10     8     9     7     1     5     3     4     4     5     4              5
Vardas6228        Pavarde6228            6     2     3     9     3     4     7     2     6     4     7     4     3     1     1              3
Vardas6229        Pavarde6229            9     7     3     4    10     5     5     1     4     3     4     8     2     4     2              1
