Studento vardas   Pavarde              ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9  ND10  ND11  ND12  ND13  ND14  ND15   Egzamino rez
Vardas617         Pavarde617             4     8     4     6     5     9     6     5     2     5     3     4     5     7     4              2
Vardas618         Pavarde618             2     4     6     7     7     9     2     2     1     1     4     8     2     2     3             10
Vardas619         Pavarde619             7    10     5     4     1     2     8    10     8     6     2     6     9     3     1              5
Vardas620         Pavarde620             6    10     1     6     2     2     1     8    10     8     6     7     3     3    10              7
Vardas621         Pavarde621             5     5     5     1    10     4     7     4     2     3     6     8     8     9     9              7
Vardas622         Pavarde622             1     8    10     5    10    10     5    10     3    10     9     8     4     3     9              4
Vardas623         Pavarde623             8     1     9     5     5     8     4     5     7     4     2     3     3     5     1             10
Vardas624         Pavarde624             6     6     4     2     3     2     8     1     9     5     4     8     7     2    10              4
Vardas625         Pavarde625             7     6     1     5     1     3     4     6     6     7     7     8     7     7     1              7
Vardas626         Pavarde626             5     4     5     6    10     9     7    10     7     3    10     7     3     1     7             10
Vardas627         Pavarde627             5     4     7     3    10     1     6     2     7     8     4     8     9     4     2              4
Vardas628         Pavarde628             3     6     3     1     2     7     2     8     4    10     6     2     8     4     4              7
Vardas629         Pavarde629             7     7     6     4     5     8     5     8     3     7     2    10     9     2     2              8
Vardas630         Pavarde630             7     9     3     6     1     2     8     1     7     8     5     7     6    10     6              2
Vardas631         Pavarde631             5     3     8     1     7     9     2     9     5    10     6     2     9     2     1              3
Vardas632         Pavarde632             5     2     6     7     4     7     9    10     4     1     6     1     2     1     6              8
Vardas633         Pavarde633             9     7     7    10     4     9     4     2     1     6     1     1     7     1     6              1
Vardas634         Pavarde634             6     1     4     7     1     9     7     8     7     2    10     5     5     7     4              7
Vardas635         Pavarde635             4     5     6     8     1     8    10     4     9     1     5     3     7     1     1              2
Vardas636         Pavarde636            10     9     1     9     3     2     3     2     7     5    10     4     1     6     8             10
Vardas637         Pavarde637             9    10     3     7     9     9    10     1     4     3    10     4     5     6     4              1
Vardas638         Pavarde638            10    10     9     8     5     7     9     7     7     9     7     1     3     6     7             10
Vardas639         Pavarde639             2     3     2     8    10    10     4     2     8     8     5     9     5     3     6              8
Vardas640         Pavarde640             7    10     4     3     3     2     3     8     9     5     9     6    10     2     9              2
Vardas641         Pavarde641             8     6    10     9     4     7     8     8     9     6     6     1     1     1     8              7
Vardas642         Pavarde642             5     3     7     7    10     1     4     4    10     9     6    10     2     1     8              1
Vardas643         Pavarde643             2     3     4     5     8     2     7     4     7     9     9     3     5     6     3              4
Vardas644         Pavarde644             1     3     3     9     7     4     2     1     5     5     6     2     3     3     9             10
Vardas645         Pavarde645             2    10    10     9     5     5     8     9     7     9     9     4    10     5     1             10
Vardas646         Pavarde646             6     6     8     9     1     9     9     8     4     6    10     1    10     1     4              8
Vardas647         Pavarde647             3     7     8    10    10     2     3     4     3    10     8    10     1     6     4              5
Vardas648         Pavarde648             4     4     6     2     8     2     6     6     8     7     5     6     5     7     3              1
Vardas649         Pavarde649             6     1     2     7     7     5     2     8     8     8    10     3     7     5     4              3
Vardas650         Pavarde650             9     4     2     7     2     2     2     2     4     6     7    10     4     1     1              4
Vardas651         Pavarde651             9     2     2     4     3     1     9     4     9    10     4     1     8     6     5              2
Vardas652         Pavarde652             1     8     2     9     8     3     9     6    10    10    10     4     7     5     7             10
Vardas653         Pavarde653             4     4     2     4     5     6     9     3     1     6     5     3     6     1    10              1
Vardas654         Pavarde654            10     8     2     5     3     2     1     4     6     7    10     7     9     5     9              4
Vardas655         Pavarde655             2     1     8     7     1     3     4     7     4     6     9     3     2     2     1              4
Vardas656         Pavarde656             2    10     5     8     3    10     8     4     7     1     3    10     4     1     9              7
Vardas657         Pavarde657             8     7     3     7     2     1     8     7     6     2     8     3     5     4     4              4
Vardas658         Pavarde658             3    10     3     1     7     9     4     8    10     6     6     1     3     8     9              2
Vardas659         Pavarde659             3     8     8     1     8     2     8     4     2     8     4     9     3     9     9              3
Vardas660         Pavarde660             3     8     8     6     4     7     9     5     2     2     8     3     3    10     3              8
Vardas661         Pavarde661             8     6     2     2     4     2     1     3     5     9     5     4     5    10     3              8
Vardas662         Pavarde662             6     8     9     6     8     2     9     5     8     7     1     7     3     6     6              2
Vardas663         Pavarde663             3     9     5     5     5     4     9     9     6    10     2     4     8    10    10              8
Vardas664         Pavarde664             6     7     1     9     8     2     6     1    10    10     7     4     3     1     5              9
Vardas665         Pavarde665            10     9     4     1     5     5     8     1     7     3     6     8     5     1     4              4
Vardas666         Pavarde666             1    10     9     9     7     6     4     6     6     7     1     3     1     7    10              1
Vardas667         Pavarde667             8     1     5     4     2     7     8     2     9     3     5     2     6     5     1              1
Vardas668         Pavarde668             5     9    10     7     3     8     5     9     9     1     5     3     5     8     1              5
Vardas669         Pavarde669             6     5     4    10     7     9     5     4     1     6     1     9     9     4     5              6
Vardas670         Pavarde670             9     5     1    10     4    10     6     1     2     5     1     9     9     3     1             10
Vardas671         Pavarde671             4     3     6     2     5     1     1    10     3     2     5     6     3     4     5              2
Vardas672         Pavarde672            10     6     7     6     5     8    10     1     9     1     2     1     5     7     8              9
Vardas673         Pavarde673             7     7     9    10     1     7     8     5     5     9     9     4     1     2     4              7
Vardas674         Pavarde674             9    10     9     7     1     8     3     4     3     3     7    10     2     2     6              5
Vardas675         Pavarde675             6     3     5     9     4     5    10    10     8     9     5     8     6     3     9              2
Vardas676         Pavarde676             8     1     2     2     9    10     1    10     1     2     4     7     3     7     2              1
Vardas677         Pavarde677             7     7     6     6     4     7     3    10     5    10     2     9     8     9     8              2
Vardas678         Pavarde678             1     3    10     1     2     2     5     4     1     3     4     9     5     6     4             10
Vardas679         Pavarde679             5     3     5     8     1     3     5    10     9     4     4     8     8     1     7              4
Vardas680         Pavarde680             9     9     1     3     8     6     7    10     1     8     6     1     8     3     8              4
Vardas681         Pavarde681             1     6     3    10     8     5     9     5     4     2     4     5     5     9     1              1
Vardas682         Pavarde682             9     7     5     2     9     6     9     1     8     6     9     6     6     6     1             10
Vardas683         Pavarde683             5     2     6     6     8     2     2     1     8     2     6     5     9     9     2              2
Vardas684         Pavarde684             7     6     3     8     2     4     9     5    10     3     7     5    10     7     2              8
Vardas685         Pavarde685             3     6     4     7     2     4    10     3     9     3    10     1     8     9     6              8
Vardas686         Pavarde686            10     3     6    10     2     9     2     2     7     3     7     5     1     2     9             10
Vardas687         Pavarde687             4    10     3     9     8     2     3     1     7     8     3     6     3     1    10              5
Vardas688         Pavarde688             5    10     4     9     9     5     7     8     1    10     3     9     8     5    10              7
Vardas689         Pavarde689             7     1     2    10     4     7     4     2     2     3     7     9     9    10     6             10
Vardas690         Pavarde690             6     5     9     5     6     6    10     2     5     6     5     1     6     2     5              2
Vardas691         Pavarde691             7     6    10     1     4     7     5     8    10    10     8     3     4     8     9              7
Vardas692         Pavarde692             8     2     3    10     8     8     1     8    10     7     4     2     9     6     2              5
Vardas693         Pavarde693             9     3     9     3     6     2    10     4     9     6     5     3     7     6     9              3
Vardas694         Pavarde694             8     7     9     5     5     9     6     4     6     5     4     5     9     1    10              2
Vardas695         Pavarde695             3     9     7     1     4     4     8     3     7     2    10    10     1     1     8              2
Vardas696         Pavarde696             6     5     7     2     8     6     4    10     1     2     9     7     5     5     8              6
Vardas697         Pavarde697             1     2     4     6     5     1     9     7     8     6     3     1     5     3     3              5
Vardas698         Pavarde698             7     2     3    10     8    10     3     1     9     5     7     1     4     6     8              3
Vardas699         Pavarde699             8     8    10     4     4     2     3     7     2     9     3     4     3     4     6              9
Vardas700         Pavarde700             6     8     6     8     5     5     3     4     5     4     5    10    10     4     8              2
Vardas701         Pavarde701             9    10     6     7     6     7     3     3     9     9     2    10     9     4     7             10
Vardas702         Pavarde702             1     2     1     1     8     2     2     2     9    10     4     9    10     1     9              2
Vardas703         Pavarde703             8     6     1     5     7     8     5     6     6     2     9     6     6     5     5              1
Vardas704         Pavarde704             6    10     2    10     9     7     2     2     9     4    10     8     9     7     5              6
Vardas705         Pavarde705             6    10     1     7    10     9     4    10     2    10     8     5     5     6     3              8
Vardas706         Pavarde706             4     3     3     7     3     6    10     2     2     2     5     4     1     3     4              1
Vardas707         Pavarde707            10     8     2     9     1     4     6     8     3     3     9     2     9     9     4              4
Vardas708         Pavarde708             2     8     7     9     9     9     7     8     4     8     4     3     6     7     9              6
Vardas709         Pavarde709            10     4     9     1     5     1     5     1     8     3     5     5     8     9     6              5
Vardas710         Pavarde710             3     7     2     8     7     4     4     9     4     3     1     9     5     2    10              6
Vardas711         Pavarde711             5     7     6     7     3     4     6     8     8     6     6     5     1     4     1              4
Vardas712         Pavarde712             7     5     8     9    10     5     3     5     5     7     2     1     5     6     3              1
Vardas713         Pavarde713            10     7     1     1     5     9     7     2     3     7     7     4    10     1     5              2
Vardas714         Pavarde714             3     6     5     2     6     3     4     5     3     1     2     8     9     2     5              2
Vardas715         Pavarde715             1     1     9     8    10     2     1     7     6     2     2     9     6     6     8              9
Vardas716         Pavarde716             6     7     4    10     6     2     6     8     5     7     7     2     2     8     3              3
Vardas717         Pavarde717             2     3     6     2     2     8     8     6     1     2     1     8     2     5     3              2
Vardas718         Pavarde718             8     6     4     2     9     9     7     9     2     2     1     9    10     3     9             10
Vardas719         Pavarde719             4    10     9     2     8     1     4     1     7     8     7    10     4     5     6              1
Vardas720         Pavarde720             6     3     7     7     2     1     1     9     9    10     1     4     5     7     5              4
Vardas721         Pavarde721             2     4    10     5     5     9     4     2     1     8     8     6     3     2     7              9
Vardas722         Pavarde722             6     6     5     4     9     8     7     8     2     3     5     1     2     1     9              8
Vardas723         Pavarde723             5     3     5     5     5     4    10     8     7    10     6     7     1     3    10              8
Vardas724         Pavarde724             7     3     2     1     4     2     5     5     9     5     9     9     4     3     9              8
Vardas725         Pavarde725             4     5     3     6     5     2     6    10     4     7     4     4     5     3     2              7
Vardas726         Pavarde726             1     6     5     1     1     1     9     8     3     1     8     1     3     4     4              8
Vardas727         Pavarde727             3     1     6     2    10     7     2     5     5     6     8     1     8    10     5              3
Vardas728         Pavarde728             7     9     2     5     6     3     2     4     1     9     3     8    10     2     7              5
Vardas729         Pavarde729            10     1     4     5    10     7     5    10     6     7     6     9     6     5     5              7
Vardas730         Pavarde730            10     3     9     2     5     3     5     3     8    10     8     7    10     5     2              5
Vardas731         Pavarde731             4    10     6     8     8     1     6     1     7     7     7     2    10     9     6              6
Vardas732         Pavarde732             2     4     5     9     1     7     6     6     4     3     5     9     9     3     5              7
Vardas733         Pavarde733             8     3     2     1     1     9     3     2     1     8     3     6     9     9     6              3
Vardas734         Pavarde734             8     4     9     5     1    10     7     2     5    10     9     9     8     8     3              6
Vardas735         Pavarde735             6     4     6     3     5     3     4     1     1     6     5     4     7     2     8              7
Vardas736         Pavarde736             3     3     9     5     2    10     4     1     9     4     2     5     4     5    10              5
Vardas737         Pavarde737             9     5     5     2     4     5    10     5     6     1     5     3     3     2     9              2
Vardas738         Pavarde738            10     9     3    10    10     4    10     9     8     2    10     2     5     3     4              1
Vardas739         Pavarde739             6    10     4     8     1     1     3     2     7     3     3     2     4     2     6              9
Vardas740         Pavarde740             7     4     3     7     5     4     3     5     2     1     5     2     8     4    10              3
Vardas741         Pavarde741             9     5     3     4     5     7     1     2     4     8    10     6     6     6     3              1
Vardas742         Pavarde742             2     4     5     8     6     9     5     5     1     8     2     4     8     3     6              6
Vardas743         Pavarde743             9     9     6     3     3     3     5     7     7     4     4     1     2     8     2              9
Vardas744         Pavarde744             2     1     1    10     6     3     5    10     1     5     7     6     5    10     8              2
Vardas745         Pavarde745             1     9     4     1     8     7     5     1     3     6    10     1    10     8     6              6
Vardas746         Pavarde746             8     2     1     8     6     1     7     9     8     1     6     4     1     3     3              6
Vardas747         Pavarde747             1     9     1     8     6     1     5     7     3    10     8     4     7     6     5              9
Vardas748         Pavarde748             4     9     5     9     8     7     6     3     9     2     9     4     1    10    10              2
Vardas749         Pavarde749             2     6     9     7     5     8     2     3     3     5     4     5     8     8     5              9
Vardas750         Pavarde750             7     5     5    10     2     2     4     3     5    10    10     9     4     9     9              8
Vardas751         Pavarde751             2    10     2     8     8     2     3     4    10     6     9     4     5    10     7              3
Vardas752         Pavarde752             4     7     9     4     8     6     5     2     3     3    10     7     9    10     4              7
Vardas753         Pavarde753             4     1     3     2     6     7     1     5     3     9     1     7     7     6     7              7
Vardas754         Pavarde754             9     7     1     2     4     5     6     9     1     9     8     7    10     8     7             10
Vardas755         Pavarde755             7     1     8    10     5     5     2     3     8     2     8     6     6    10     4              6
Vardas756         Pavarde756             9     7     3     2     2     3     5     5     9     6     7     6     2     3     6              1
Vardas757         Pavarde757             1     4     9     1    10    10     4     1     6     6     9    10     7     9    10              8
Vardas758         Pavarde758             7     4     8     7     8    10     9     8    10     6     9     6     8     2     2              2
Vardas759         Pavarde759             5     4     3     6     8     4     9     2     2     2     8     7     9     3     1              3
Vardas760         Pavarde760             7     9     3     5    10     2     8     5     7     1    10     9     6     2    10             10
Vardas761         Pavarde761             9    10     3    10     5     1     9     7     8     4     1     2    10    10     8              8
Vardas762         Pavarde762             2     4     7     1     6     1    10     3    10     6     5     5     1     1     6              7
Vardas763         Pavarde763             8     6     5    10     9     6     9     9     9     7     9     5     7     2     1              2
Vardas764         Pavarde764             5     4    10     7     3    10     6     5     6     5     4     8     3     7     6              2
Vardas765         Pavarde765             1     5     5    10     3     9     5     8     4     7     3     9     5     3     2              9
Vardas766         Pavarde766            10     5     6     8     8     1     2    10     6     7     7     1     1     7     1              8
Vardas767         Pavarde767             8     8     8     7     9     2     9     3     9     2     3     9     4     9    10              8
Vardas768         Pavarde768             3     3     6     3     4    10    10     9     7     1     9     5     7     6     5              4
Vardas769         Pavarde769             2     7     2     3     3     1     7    10     8     2     5     8     3     2     8              5
Vardas770         Pavarde770             5     8     7     4     7     1     7     7     3     6     4     9    10     6     4              1
Vardas771         Pavarde771             8     8     3     4     5     6     2     9     6     7     5     1     1     5     5              3
Vardas772         Pavarde772             9     8     4    10     8     6     7     4     6     3     5     7     5    10     5              2
Vardas773         Pavarde773             6     6     7     7     6     9     1     5     6     3     9     5     4     4     3             10
Vardas774         Pavarde774             6     7     9     1     1     3     8     1     9     6     8     2     6     4     8              8
Vardas775         Pavarde775             9     8     1     7    10     2    10     5     1     8     5     7     3     3     6              7
Vardas776         Pavarde776             1     8     6     5     4     6     1     8     1     2     7     7     6    10     3              5
Vardas777         Pavarde777             8     4     2     2     8     1     5     1     1     5     1     1     8    10     4              5
Vardas778         Pavarde778             6     3     3     7     5     3     7     5     3     6     7     3     6     8     5              6
Vardas779         Pavarde779             3     5     2    10     7     2     2     9    10     6     6     8     2     5     1              6
Vardas780         Pavarde780             3     3     4     3     1     3     8     9     3     6     6     1     1    10     5              7
Vardas781         Pavarde781             3     3     3     2     2     4     6    10     2     2     3     5     6     8    10              2
Vardas782         Pavarde782             3     3     7     3     4     8     6     9     4     3     8     5     5     2     7             10
Vardas783         Pavarde783            10    10     1     4     7     5     5     8     9     4     7     1     8     9     5              2
Vardas784         Pavarde784             9     5     6     5    10     1     5     9     8     7     8     8     6     4     5              6
Vardas785         Pavarde785             1     4     5     9     4     4     9     2     9     2     4     9     9     6     6             10
Vardas786         Pavarde786             9     9     8     8     4     5     3     5     4     2     3    10     1    10     3             10
Vardas787         Pavarde787             5     3     4     8     3     6     1     1    10     4     4     8     7     1     1              3
Vardas788         Pavarde788             4     5     6     8     3     7     6     2     9    10     3     9     1     5     3             10
Vardas789         Pavarde789             2     1    10     2    10     6     1     6     8     9     2     7     3     5     3              6
Vardas790         Pavarde790             5     3     4     2     3     4     6     4     5    10    10    10    10     9    10              6
Vardas791         Pavarde791             7     2     7     4     9     7     8     4     5     8     5     5     2    10     6              2
Vardas792         Pavarde792             8     4     4     6     5     4     6     2     9     8     6    10     7     6     1              5
Vardas793         Pavarde793             6     4     1     7     2     7     9     2     9     9    10     9     4     4     4              8
Vardas794         Pavarde794             9     8     7     3     5     8     9     6     9     3     7     2     9     6     8              7
Vardas795         Pavarde795            10     6     7     4     3     5     3     7     4     1     5     3     4     1     1              9
Vardas796         Pavarde796             5     4     9     8     8     7     2     2     2     6    10     7     8     7     7              7
Vardas797         Pavarde797            10     8     3     5     6     1    10     1    10     4     2     6     9     1     7              4
Vardas798         Pavarde798             6    10     8     4     5     7     5     6     5     7     4     3     5     5     3              2
Vardas799         Pavarde799             2     8     3     7    10     8    10     3     4     4     5     1     5     3     5              6
Vardas800         Pavarde800             6     1     3     2     8     1     5     6     4     6     1     6     1     6     6              5
Vardas801         Pavarde801             7     2     2     2     6     8     1     2     1     3     2     1     9     6     2              1
Vardas802         Pavarde802             1     1     6     1     2     9     8     3     6     1     3     9    10     1     6              3
Vardas803         Pavarde803             2     4     8     6     1     8     3     3     3     9     6     7    10     8     1              2
Vardas804         Pavarde804            10     2     1     4     6     3     8    10     4     2     8     2     7    10     4              5
Vardas805         Pavarde805             1    10     6     6     7     3     8     7     3     8    10     5     2    10     4              2
Vardas806         Pavarde806             7     3     1     9     9     9    10     7     4     9     7     4     9     8     6              4
Vardas807         Pavarde807             5     6     8     1     8     9     6     3     8    10     3     2     1     8     3             10
Vardas808         Pavarde808             3     4     6     1     7     6    10     5     1    10     5    10    10     9    10              4
Vardas809         Pavarde809             9     3     6     1     5     9     6     2     4     8    10     8     2    10     9              7
Vardas810         Pavarde810             7    10     3     1     4     8     4     2     6     6    10     9     8     6     9             10
Vardas811         Pavarde811             5     1     1     2     3     3     3     3     6    10     3     2    10     6     8              6
Vardas812         Pavarde812             4     8     6     4     1     4    10     8     3     3     6     6     6     9     6              6
Vardas813         Pavarde813             2     4     1     7     2     6     7     1     6     3     8     4     8     4     8              2
Vardas814         Pavarde814            10     8     5     3     1     8     3     6     8     3     9     7     3     9     7              8
Vardas815         Pavarde815             5     2     1    10     9     8     8     6     5     2     5     9     1    10     8              4
Vardas816         Pavarde816             3     5     9     3     6     5    10     7    10     4     4     3     8    10    10              1
Vardas817         Pavarde817             6     5     7    10     5     6     9     3     8     3     7     4     9     6     6              2
Vardas818         Pavarde818             5     6     2     9     7     1     1     5     8     2     1    10     5     9     3              8
Vardas819         Pavarde819             7     5     9    10     8     1     6     5     3     6     3     2     6     7     1              5
Vardas820         Pavarde820             2     8     3     3     3    10    10     3     9     9     4     9    10     8     8              7
Vardas821         Pavarde821             5     4     4     5     5     9     9     7     1    10     3     8     5     1     3              3
Vardas822         Pavarde822             4    10     6     4     8     5     9     3    10     3    10     2     3     4     2              6
Vardas823         Pavarde823             9     2     8     6     3     2     9     2     7     6     5     8     7     5     8             10
Vardas824         Pavarde824             6     4     3     4     7     5     1     3     9     8     7     8     4     1     6              8
Vardas825         Pavarde825             1     9     3    10     2     1     4     4     3    10    10     1    10    10     1              5
Vardas826         Pavarde826             7     3     9     3     9     2    10     8     2     9     4     8     1     1     8              7
Vardas827         Pavarde827             8    10     4     4     5    10     6    10     3     7     8     7     9     8     8              5
Vardas828         Pavarde828            10     9     2    10     6     7     2     6     2    10     6     8    10    10    10              2
Vardas829         Pavarde829             5     9    10     4     5     4     8     2     6     9     3    10     9     1     1             10
Vardas830         Pavarde830             5     8    10    10     6     4     8     9     8     9     6     7     9     2     1              6
Vardas831         Pavarde831             3     1     6     5     6     1     6     1     9     8     1     7     2     4     1              7
Vardas832         Pavarde832             3     8     4     3     2     9     5     3    10     6     6     9     4    10     5              8
Vardas833         Pavarde833             2     9     3     8     4     8     3     5     9     4     5     1     7     4     9              8
Vardas834         Pavarde834             8     7     8     1     5     6     5     9     7     9     2     3     1     7    10              7
Vardas835         Pavarde835             4     6     6     8     6     9     5     7     7     5     8     2     1     9     6              2
Vardas836         Pavarde836             1     5     6     3    10     7     8     9    10    10     8     1     6     9     9              8
Vardas837         Pavarde837             4     5     8     6     9     8     8    10     3     5     2     2    10     8     4              5
Vardas838         Pavarde838             7     6     5     9     4     8     5     4     1     5     8    10     3     7     4              2
Vardas839         Pavarde839             7    10     4     3     4     6     7     3     7     8     7     4     8     3     5              4
Vardas840         Pavarde840             2    10     7     4     1     3     6     6     3     7    10     7     7     5     5              5
Vardas841         Pavarde841             2     6     5     8    10     1    10     5     6     1     7     6     2     4     1              4
Vardas842         Pavarde842             3     5     9    10     5     4     1    10    10     2     4     9     3     9     7              8
Vardas843         Pavarde843             1     5     7     4     5     6     8    10     1     2     5     7     5     9     6             10
Vardas844         Pavarde844             6     6     7     9     1     5     3     9     3     9     9     5     1     9     3              9
Vardas845         Pavarde845             3     8     8     4     3     1     3     7     8     6     5     5     2     8     9              5
Vardas846         Pavarde846             6     1     3     8     6     3     4     8     9     8     8     4     8     9     5              2
Vardas847         Pavarde847             9     1     8    10     3     3     9     8     6     8     9     8     6     5     8              5
Vardas848         Pavarde848             2    10     6     8     8     6     4     2     4    10     1     6     5     5     7              4
Vardas849         Pavarde849             7     9     4     3     2     6     5     8    10     6     2     9     9     5     5              7
Vardas850         Pavarde850             6     3     4     9     4     2     8     7     5     9     2    10     2     4     1             10
Vardas851         Pavarde851             3     6     6     2     2    10     7     3     8     8     7     9     3     8     4              6
Vardas852         Pavarde852             5     6    10     5     5     3     8    10     1    10    10     8    10     4     3              2
Vardas853         Pavarde853            10     5     2    10     6     1     5     3     3     5    10     4     3     5     6              7
Vardas854         Pavarde854             4    10     4     3     3     1     8     9     2     5     9     4     5     6     6              4
Vardas855         Pavarde855             3     4     5     2     3     1     5     6     6     6     5     4     8     5     1              5
Vardas856         Pavarde856             7    10     2     3     5     9     7     1     7     3     9     7     2     1     5              1
Vardas857         Pavarde857             7     2     2     7     3     5     6     1     5     9     5     6     6     6     9              3
Vardas858         Pavarde858             3     8     3     2    10     2     4     8     9     4     5     4    10     3     6              7
Vardas859         Pavarde859             2     7     5    10     7     1     7    10     7     5    10     6     4    10     8              2
Vardas860         Pavarde860            10     1     1     1    10    10     9     7     4     1     9     8     3     8     5              9
Vardas861         Pavarde861             4     2     2     9     3     8     8     1     7     4     2     1     9     1     2              5
Vardas862         Pavarde862             9     7    10     7     8     8     8     1     1     2     5    10     6     1     3              2
Vardas863         Pavarde863             3     1     8     7     8     2     7     9     7     8     7     2     5     5     8              9
Vardas864         Pavarde864             9     2     4     5     4    10     7     7     8     3     6     4     8     9     2              1
Vardas865         Pavarde865             1     6     9     9     5     2     4     4     7     3     4     6     1     5     1              8
Vardas866         Pavarde866             6     6     6     3     9     4     7     2     4     8     8     9     7     4     4              1
Vardas867         Pavarde867             6     1     3     6     8     6    10     1     6     5     8     4     4    10     8              5
Vardas868         Pavarde868             7     9     9     4     2     4     8     6    10     7     2     4    10     5     6              5
Vardas869         Pavarde869             6     4     5     1     2    10     4     1     9     2     5     7    10     2     5              3
Vardas870         Pavarde870             3     3     1     2     1     6     2     2     2     4     6     8     3     6     8              4
Vardas871         Pavarde871             5     2     5     3     8     1     8     3     9     2     5     6     1     8    10              3
Vardas872         Pavarde872             6     8     4    10     7     6     4     5     6     1    10    10     5     1     2             10
Vardas873         Pavarde873             1     2     9     7     8     9     2    10     8     8     4     3    10     6    10              6
Vardas874         Pavarde874            10     5     3     4     6     3     4     2     5     1     5     5     7     6     1              2
Vardas875         Pavarde875             9     8     2     6    10     7    10     6     4    10     7     3     4     2     3              9
Vardas876         Pavarde876             1     4     6     9     9     5     7     4     1     6     3    10     7     7     8              8
Vardas877         Pavarde877             4     9     8     1    10     5     9     2     9     4     9     7     8    10     5              5
Vardas878         Pavarde878             9     1     7     8     9     1     9     2     6    10     4     8    10     6     3             10
Vardas879         Pavarde879             1     3     8    10     8    10     3     3     1     2     3    10     1     2     5              9
Vardas880         Pavarde880            10     6     1    10     7    10     6     9     4     1     7     6     6     1     6              1
Vardas881         Pavarde881             4    10     8     8    10     4     6     6     6     6     8     9     7     1     5             10
Vardas882         Pavarde882             2     9     8     4     3     8     7     4     6     5     5     4     2     6     5              2
Vardas883         Pavarde883             3     2     4     8     2     1     7     5     6    10     5     7     4     1     8              2
Vardas884         Pavarde884             1     6     2     6     9     9    10    10     2     2     1     7     1     2     6              3
Vardas885         Pavarde885             9     3     5     9     2     3     3     4     5     8     5     3     5     1     8             10
Vardas886         Pavarde886             7     7     8     3     7     3     2     1     5     4     5     4     6     7     2              2
Vardas887         Pavarde887             7     8     9    10     4     6     4     7     3     8     5     4     9    10     1              9
Vardas888         Pavarde888             6     3     9    10     1     6     3     6    10     2     1     4     3     4     2              2
Vardas889         Pavarde889             2     5     2     9     6     7     4     4     1     6     6     6     6     4    10             10
Vardas890         Pavarde890             4     5     7     4     5     1     9     4     4     2     1     2     4     6     4              5
Vardas891         Pavarde891             6     9     7    10     8     5     8     8     4     7     6    10     9     9     5              6
Vardas892         Pavarde892             9     9     6     4     6     8     1     6     7     7     9     9     9    10    10              4
Vardas893         Pavarde893             7     3    10     2    10     2    10     9     9     7     1     6     5     5     2              1
Vardas894         Pavarde894             6    10     8     5     3     2     9     1     5     6     8     8     4     9     1              8
Vardas895         Pavarde895             9     5     9     7     7     7     4     4     4     2     9     2     4     2     6              2
Vardas896         Pavarde896            10     4     7     8     9     5     1    10     4     7    10     1     9     3     7              6
Vardas897         Pavarde897            10     3     7     8     2     6     4     3     4     4     9     9     7     9     9              7
Vardas898         Pavarde898             4     1     6     6     8    10     4     6     8     2     1     7     3     3     8              9
Vardas899         Pavarde899             8     7     6     2    10     3     7     6     1     3     6     2     9    10     9              9
Vardas900         Pavarde900             4     9    10     6    10     7     6     3     5     9     5     9     1     6     9              4
Vardas901         Pavarde901             5     3     5     6     5     2     4     4     9     1     2     1     8    10     9              2
Vardas902         Pavarde902             4     5     5    10     4     7     9    10     7     6     5     2     8     8     8              8
Vardas903         Pavarde903             7     1     7     3     1     5     7     6     4     5     9     7     4     5    10              3
Vardas904         Pavarde904             5     7     3     1     5     8    10     7     2     6     8     4     6     4     1              9
Vardas905         Pavarde905             4     1     7     4     7     1     8     6     3     7     9     8     2     2     6              9
Vardas906         Pavarde906             2    10     4     2    10     3     6     4    10     7     9     5     4     6     5              8
Vardas907         Pavarde907             9    10     7     7    10     8     3     6     8     6     1     7     7     9     9              3
Vardas908         Pavarde908             3     4     7     4     7    10     1     8     4     4     3     9     8     6     9              3
Vardas909         Pavarde909             3     4     7     1     8     3     1     1     5     5     6     8     6    10     2             10
Vardas910         Pavarde910             3     8     1     6     8     4     7     8     1     9     5     8     9     9     1              4
Vardas911         Pavarde911             1     3     5    10     4     7     6     1     1     6     2     2     6     4     9              2
Vardas912         Pavarde912             5     6     2     9     9     1     4    10    10     3     4     1     4     9     9              6
Vardas913         Pavarde913             7     5     2     3     7    10     8     9     7     9     5     8     5     5     2             10
Vardas914         Pavarde914             3     4     8     8     6     9     6     6     7     8     1     8     5     3     3              8
Vardas915         Pavarde915             9     8     3     6    10     4     4     2     3     2     7     9     5    10     5              7
Vardas916         Pavarde916             2    10     5     5     3     4     5     5     6     9     9     2     5     1     9              2
Vardas917         Pavarde917            10     8     1     2     5     1    10     1     8     5     8     4     3     6     3             10
Vardas918         Pavarde918             1     4     8     1    10     2     5     9     4     4     2     2     6     4     2              6
Vardas919         Pavarde919             1     5     2     4     2     3     5     3     7     1     5     7     6     9     2              9
Vardas920         Pavarde920             6     9     5     6     5     3     9     7    10     6     8     3     5    10     3              1
Vardas921         Pavarde921             5     4     1     4    10     1     8     3     6     9     7     1     6     2     4              6
Vardas922         Pavarde922             6     3     6     1     6     7    10     5     1     7     4     8     3     7    10              3
Vardas923         Pavarde923             4     5     4     7    10     6    10     2     5     1    10     9     4     4     6              3
Vardas924         Pavarde924             2     4     4     4     8     7     1     3     7     8    10    10    10     7     9              9
Vardas925         Pavarde925             6     3     5     9     3     8     5     2     3     6    10     8     9     2     1              6
